st_line,st_name,st_lat,st_lng,st_count
5호선,명일역,37.5513978958277,127.14404374474,1
5호선,충정로역,37.56009553337921,126.96376642759867,2
5호선,마포역,37.5395549311262,126.945864834547,1
5호선,아차산역,37.5522482688631,127.089566085085,1
5호선,목동역,37.5261333139242,126.864625274831,1
5호선,마천역,37.4950381629493,127.152859864985,1
5호선,까치산역,37.5318183413899,126.846696273361,2
5호선,애오개역,37.5534131497489,126.956669363197,1
5호선,김포공항역,37.562055861066824,126.8019088583638,4
5호선,신정역,37.5250276134139,126.856097474225,1
5호선,신금호역,37.5544752914945,127.020493165536,1
5호선,장한평역,37.5616029900695,127.063703730302,1
5호선,발산역,37.5586795483395,126.837738666588,1
5호선,둔촌동역,37.52765684247226,127.13621464981398,1
5호선,방화역,37.5776031994404,126.812819296675,1
5호선,군자역,37.557463120581204,127.079678448464,2
5호선,양평역,37.5091319913375,127.1893334471515,2
5호선,굽은다리역,37.5455175915913,127.142882741733,1
5호선,신길역,37.517225503182075,126.91664057920714,2
5호선,길동역,37.5378264874159,127.140021295948,1
5호선,여의나루역,37.5271469489465,126.93298596744,1
5호선,방이역,37.5087506251989,127.126096046986,1
6호선,석계역,37.6150773223474,127.0661958162935,2
6호선,상수역,37.54776618366393,126.92242989321456,1
6호선,새절역,37.5908600479967,126.913580663181,1
6호선,삼각지역,37.534996698024045,126.97347774384784,2
6호선,불광역,37.6100477979795,126.930315826401,2
6호선,태릉입구역,37.6179047125606,127.07507853106401,2
6호선,상월곡역,37.6065588265169,127.048829192974,1
6호선,창신역,37.5794156449305,127.015296884838,1
6호선,합정역,37.549348147448555,126.914334757836,2
6호선,구산역,37.6112466906903,126.917258344574,1
6호선,광흥창역,37.547487384826,126.93203078679,1
6호선,약수역,37.5542153110805,127.0105226870945,2
6호선,증산역,37.583746353282,126.909494991105,1
6호선,공덕역,37.543214808720975,126.95216717062576,4
6호선,안암역,37.586307417971,127.029233420248,1
6호선,이태원역,37.5345252050511,126.994333861918,1
6호선,녹사평역,37.5347227952064,126.9865496751,1
6호선,고려대역,37.5904428112875,127.036309418348,1
6호선,봉화산역,37.6173526373999,127.091361250519,1
6호선,대흥역,37.5476479056751,126.942473188734,1
6호선,독바위역,37.6184141599944,126.933053652461,1
6호선,돌곶이역,37.61055222857029,127.05642453926866,1
6호선,동묘앞역,37.572694126331,127.0160448925485,2
6호선,역촌역,37.6062265591065,126.922844876471,1
6호선,연신내역,37.61885885208545,126.9207771194965,2
6호선,디지털미디어시티역,37.57697878605643,126.8999501050849,3
6호선,신당역,37.5656730531732,127.019477533278,2
6호선,월드컵경기장역,37.5696355653344,126.899098148061,1
6호선,신내역,37.61259779227041,127.1037483272775,2
6호선,마포구청역,37.5634871865932,126.903425598797,1
6호선,응암역,37.5984910629281,126.915542187709,1
6호선,청구역,37.56056337125355,127.0140548290955,2
6호선,망원역,37.5560826563712,126.910094329982,1
6호선,화랑대역,37.6198415528121,127.08354407564,1
6호선,효창공원앞역,37.5389575890528,126.96211111351451,2
6호선,한강진역,37.5397907743775,127.001765135176,1
6호선,월곡역,37.6018044172918,127.041460725816,1
6호선,버티고개역,37.5478275106099,127.006730866101,1
6호선,보문역,37.58529306083145,127.019777013102,2
7호선,용마산역,37.573715696822,127.086761764772,1
7호선,온수역,37.4921837637489,126.82383837396199,2
7호선,수락산역,37.6778814656816,127.055350968781,1
7호선,신중동역,37.5029525402622,126.776897204578,1
7호선,장암역,37.699956566426,127.052818310578,1
7호선,태릉입구역,37.6179047125606,127.07507853106401,2
7호선,신풍역,37.5001229935524,126.90975434386,1
7호선,장승배기역,37.5048990621814,126.939072381356,1
7호선,신대방삼거리역,37.499757228908564,126.92821094566965,1
7호선,청담역,37.519455579961,127.053717937903,1
7호선,춘의역,37.5036991939036,126.786996627015,1
7호선,숭실대입구역,37.4963172817574,126.953621963422,1
7호선,철산역,37.4761928424537,126.868211027014,1
7호선,어린이대공원역,37.5479626782211,127.074655256871,1
7호선,총신대입구역,37.48604450978735,126.9819429502675,2
7호선,학동역,37.51435840201333,127.0318996437755,1
7호선,면목역,37.5887148877725,127.087503803859,1
7호선,광명사거리역,37.4792983082726,126.854873735158,1
7호선,뚝섬유원지역,37.5315583755646,127.066796230331,1
7호선,공릉역,37.6255427648558,127.073033585328,1
7호선,삼산체육관역,37.5065022485406,126.741423266126,1
7호선,마들역,37.6652017465321,127.057712619869,1
7호선,먹골역,37.6106193846197,127.077762187968,1
7호선,강남구청역,37.5169197081849,127.0414069302765,2
7호선,도봉산역,37.68959584897337,127.04624303805278,2
7호선,사가정역,37.5809403751459,127.088504554212,1
7호선,반포역,37.5081614290284,127.011586161943,1
7호선,건대입구역,37.540638509416695,127.0701536008995,2
7호선,하계역,37.6364765391858,127.067991278758,1
7호선,부평구청역,37.5079496667249,126.7210125362585,2
7호선,부천종합운동장역,37.5054255130821,126.797233841984,1
7호선,부천시청역,37.504643113710536,126.76406251971743,1
7호선,보라매역,37.4999217552104,126.920611175261,1
7호선,고속터미널역,37.5046404710228,127.00478624418979,3
7호선,중화역,37.6025526943256,127.079312037122,1
7호선,천왕역,37.4868564822373,126.838604215448,1
7호선,중계역,37.6450921230569,127.06411035896,1
7호선,중곡역,37.56587524335624,127.08426477413238,1
7호선,상도역,37.5028706251049,126.947917975554,1
7호선,군자역,37.557463120581204,127.079678448464,2
7호선,굴포천역,37.5070455900364,126.731346449706,1
7호선,논현역,37.5112018042687,127.021653112054,1
7호선,상동역,37.50578860265,126.753192450274,1
7호선,가산디지털단지역,37.48096357813655,126.8826382584175,2
7호선,상봉역,37.59642416281793,127.08532965066301,3
7호선,까치울역,37.5062273475174,126.81133736089,1
7호선,대림역,37.4930764726666,126.8958269470465,2
7호선,남구로역,37.48698929041151,126.88797025702439,1
7호선,남성역,37.484793511299706,126.97091020065321,1
7호선,노원역,37.65542571383445,127.06200235100955,2
7호선,내방역,37.4876585212369,126.993600180589,1
8호선,암사역,37.550141060814475,127.1275418321658,1
8호선,문정역,37.4860310539381,127.122484886901,1
8호선,수진역,37.4373779787206,127.140534508419,1
8호선,신흥역,37.4409230460675,127.147538132656,1
8호선,몽촌토성역,37.5178064826321,127.112863087986,1
8호선,모란역,37.43305575073627,127.12954223199009,2
8호선,천호역,37.5382232714691,127.123565904086,2
8호선,남한산성입구역,37.4516686968693,127.159882577768,1
8호선,송파역,37.4997149535067,127.112193506363,1
8호선,단대오거리역,37.4450233869603,127.156772052175,1
8호선,산성역,37.45679930899025,127.15007393689723,1
8호선,복정역,37.469891394473606,127.1266502265915,2
8호선,가락시장역,37.49267428704235,127.11795224173301,2
8호선,장지역,37.4786316933099,127.12617656737,1
8호선,잠실역,37.51381251059615,127.1017496413555,2
8호선,석촌역,37.50519438524795,127.106883866182,2
8호선,강동구청역,37.5302111983522,127.12044373032,1
9호선,여의도역,37.5214727418872,126.9245295165685,2
9호선,선유도역,37.538156854068,126.893333867069,1
9호선,구반포역,37.5014398319603,126.987464905696,1
9호선,송파나루역,37.511016711673854,127.11266284528047,1
9호선,당산역,37.5342867802067,126.9023884241505,2
9호선,염창역,37.546982941543,126.874871603971,1
9호선,신방화역,37.5674865539528,126.817236441801,1
9호선,신반포역,37.5035091412544,126.996082392175,1
9호선,신목동역,37.5442883741577,126.883095790252,1
9호선,종합운동장역,37.51127722522415,127.0750869664935,2
9호선,선정릉역,37.5106280272756,127.0438216527565,2
9호선,증미역,37.5581321602446,126.860637888459,1
9호선,흑석역,37.5091654719404,126.963463063008,1
9호선,국회의사당역,37.5281465047706,126.91783895106,1
9호선,둔촌오륜역,37.5194080372613,127.138652069629,1
9호선,석촌역,37.50519438524795,127.106883866182,2
9호선,언주역,37.5073353959717,127.033970921595,1
9호선,석촌고분역,37.5024642610287,127.096509319053,1
9호선,노량진역,37.513820233800004,126.9415015309505,2
9호선,노들역,37.5126721234205,126.953096069577,1
9호선,샛강역,37.5173737710931,126.928375058271,1
9호선,양천향교역,37.5680808809647,126.841978835328,1
9호선,가양역,37.5614331158033,126.854420294338,1
9호선,김포공항역,37.562055861066824,126.8019088583638,4
9호선,중앙보훈병원역,37.52840258997037,127.14841167813621,1
9호선,삼전역,37.5045508982288,127.087364764327,1
9호선,등촌역,37.5507280806214,126.865572139231,1
9호선,동작역,37.502860489988,126.979430476473,2
9호선,고속터미널역,37.5046404710228,127.00478624418979,3
9호선,봉은사역,37.5142554489848,127.060233935114,1
9호선,신논현역,37.504811111562,127.025492036104,1
9호선,개화역,37.5783445148797,126.796891362602,1
9호선,공항시장역,37.5636883252006,126.810608513395,1
9호선,마곡나루역,37.56617206728751,126.8274583958161,2
9호선,삼성중앙역,37.5129614511319,127.053043676912,1
9호선,올림픽공원역,37.516227655596495,127.1306083033245,2
9호선,사평역,37.5042326273953,127.015272484531,1
9호선,한성백제역,37.5165379932802,127.116449169971,1
경강선,이매역,37.39546083876295,127.1278032805135,2
경강선,부발역,37.2603923465465,127.490321502069,1
경강선,경기광주역,37.3989438131636,127.253282668137,1
경강선,세종대왕릉역,37.2936335226433,127.570659645212,1
경강선,이천역,37.264225761758865,127.44216788016918,1
경강선,판교역,37.394776256512955,127.11158969924,2
경강선,초월역,37.3733791295012,127.299905223152,1
경강선,신둔도예촌역,37.3156122300273,127.405240743375,1
경강선,삼동역,37.4086882887226,127.203381657271,1
경강선,곤지암역,37.3505395429634,127.346251343712,1
경강선,여주역,37.2828596478666,127.628529053998,1
경의중앙선,국수역,37.5161871164552,127.399309828929,1
경의중앙선,운길산역,37.5546425431665,127.310231608596,1
경의중앙선,회기역,37.5897493238656,127.05813740398634,3
경의중앙선,지평역,37.4769063763726,127.628907045378,1
경의중앙선,양정역,37.6040261571296,127.194671346816,1
경의중앙선,금촌역,37.7662265030421,126.774633255205,1
경의중앙선,금릉역,37.7513389843704,126.765410119425,1
경의중앙선,효창공원앞역,37.5389575890528,126.96211111351451,2
경의중앙선,왕십리역,37.56150147025363,127.037887844355,4
경의중앙선,강매역,37.6122904733665,126.844499363241,1
경의중앙선,화전역,37.60331324429987,126.8683857235886,1
경의중앙선,가좌역,37.5687433529646,126.914815128053,1
경의중앙선,공덕역,37.543214808720975,126.95216717062576,4
경의중앙선,원덕역,37.468781735546,127.546558679899,1
경의중앙선,운정역,37.7256036100162,126.767161028033,1
경의중앙선,용문역,37.4818020661568,127.593795306663,1
경의중앙선,옥수역,37.5410399909385,127.0180703022625,2
경의중앙선,오빈역,37.5061671737276,127.473661407181,1
경의중앙선,응봉역,37.5499526279456,127.034483653629,1
경의중앙선,용산역,37.52969071370532,126.96474951762289,2
경의중앙선,구리역,37.6032707405088,127.143350984187,1
경의중앙선,홍대입구역,37.5572085009317,126.92596931053167,3
경의중앙선,청량리역,37.58059196570416,127.04727822250149,4
경의중앙선,곡산역,37.6457575538988,126.801806892782,1
경의중앙선,양평역,37.5091319913375,127.1893334471515,2
경의중앙선,양원역,37.6066060557557,127.107946139148,1
경의중앙선,월롱역,37.7962146380874,126.792585875504,1
경의중앙선,망우역,37.59965667095895,127.092053019857,2
경의중앙선,신원역,37.5255855578889,127.373091698635,1
경의중앙선,양수역,37.5459634283124,127.329138380916,1
경의중앙선,덕소역,37.5868903292078,127.208842710609,1
경의중앙선,도농역,37.6087726045416,127.161178663222,1
경의중앙선,도심역,37.579639075911,127.222683857886,1
경의중앙선,팔당역,37.5473594340956,127.243966151989,1
경의중앙선,상봉역,37.59642416281793,127.08532965066301,3
경의중앙선,행신역,37.61215310939878,126.83426555510584,1
경의중앙선,풍산역,37.6723381857514,126.786275217066,1
경의중앙선,수색역,37.5808625683358,126.895659474538,1
경의중앙선,임진강역,37.8882750558283,126.747078454706,1
경의중앙선,백마역,37.658016621853,126.79461646967,1
경의중앙선,한남역,37.5294289189437,127.009209110584,1
경의중앙선,일산역,37.6820129415088,126.770022642636,1
경의중앙선,디지털미디어시티역,37.57697878605643,126.8999501050849,3
경의중앙선,대곡역,37.6317740227786,126.81041773395049,2
경의중앙선,탄현역,37.6939889446111,126.761078262576,1
경의중앙선,신촌역(경의중앙선),37.5596742361045,126.942088187099,1
경의중앙선,중랑역,37.595907970376345,127.0803830442495,2
경의중앙선,서울역(경의중앙선),37.5569351113375,126.971316773975,1
경의중앙선,야당역,37.712611015679,126.761453983315,1
경의중앙선,파주역,37.8153655831005,126.79269130281,1
경의중앙선,이촌역,37.522514310935335,126.97369876462238,2
경의중앙선,서강대역,37.5521384864879,126.935507621173,1
경의중앙선,문산역,37.854626895054,126.787395378931,1
경의중앙선,서빙고역,37.5195681395063,126.988412074576,1
경의중앙선,능곡역,37.6190245080032,126.820422359748,1
경의중앙선,아신역,37.5139186008078,127.443211499187,1
경춘선,회기역,37.5897493238656,127.05813740398634,3
경춘선,상봉역,37.59642416281793,127.08532965066301,3
경춘선,청평역,37.7355163992466,127.426622860785,1
경춘선,백양리역,37.8307917497493,127.589324987859,1
경춘선,청량리역,37.58059196570416,127.04727822250149,4
경춘선,춘천역,37.884512737384,127.716698593345,1
경춘선,강촌역,37.805721704842,127.634151572422,1
경춘선,갈매역,37.6340689252244,127.114760741021,1
경춘선,평내호평역,37.6532138128125,127.244438968688,1
경춘선,상천역,37.7701784041516,127.454515681516,1
경춘선,사릉역,37.6511251798242,127.176926205792,1
경춘선,가평역,37.8145200514507,127.51073942455,1
경춘선,별내역,37.6420679726917,127.126969149167,1
경춘선,중랑역,37.595907970376345,127.0803830442495,2
경춘선,광운대역,37.62387693023945,127.061840187993,2
